term,preferred_label,figures,panels,figure_roles,main_or_supplementary,abc_role,abc_subrole,domain,concept_family,node_level,atlas_layer,analysis_tier,include_primary,dictionary_hit_present,corpus_hit_n,corpus_hit_pct,outcomes_supported,outcome_support_vector,total_outcome_cohit_articles,max_outcome_cohit_articles,dominant_outcome,selection_rules,provenance_notes,cohit_AE.ILD,cohit_progression,cohit_mortality
PPFE,PPFE,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,4,0.27,2,AE-ILD=0; progression=2; mortality=2,4,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,2,2
fibrosis_extent,fibrosis extent,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_extent_or_severity,radiology_extent_severity,fibrotic_extent,specific,primary_atlas,main,TRUE,TRUE,3,0.2,2,AE-ILD=0; progression=3; mortality=1,4,3,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,3,1
fibroblastic_foci,fibroblastic foci,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,radiographic_or_pathologic_pattern,specific,primary_atlas,main,TRUE,TRUE,8,0.54,2,AE-ILD=0; progression=1; mortality=1,2,1,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,1
right_heart_failure,right heart failure,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_cardiopulmonary_burden,comorbidity_or_complication,severe_pulmonary_complication,specific,primary_atlas,main,TRUE,TRUE,3,0.2,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
reticulation,reticulation,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,radiology_feature,specific,primary_atlas,main,TRUE,TRUE,24,1.61,2,AE-ILD=0; progression=3; mortality=9,12,9,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,3,9
DIP,DIP,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,smoking_related_ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,7,0.47,1,AE-ILD=0; progression=0; mortality=3,3,3,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,3
MDA_marker,MDA marker,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,oxidative_stress_biomarker,specific,exploratory,exploratory,FALSE,TRUE,12,0.8,2,AE-ILD=0; progression=1; mortality=5,6,5,mortality,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,5
SMAD_signaling,SMAD signaling,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,TGF_beta_axis,specific,exploratory,exploratory,FALSE,TRUE,10,0.67,2,AE-ILD=0; progression=3; mortality=2,5,3,progression,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,3,2
Immune_checkpoint,Immune checkpoint,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,aggregate_checkpoint_pathway,aggregate,sensitivity,sensitivity,FALSE,TRUE,7,0.47,2,AE-ILD=0; progression=1; mortality=3,4,3,mortality,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,3
Endothelin1,Endothelin1,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,vascular_profibrotic_pathway,specific,exploratory,exploratory,FALSE,TRUE,3,0.2,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
Periostin,Periostin,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,profibrotic_matrix,specific,exploratory,exploratory,FALSE,TRUE,2,0.13,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
WNT_beta_catenin,WNT beta catenin,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,profibrotic_pathway,specific,exploratory,exploratory,FALSE,TRUE,2,0.13,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
KL6,KL-6,Figure 2;Figure 3;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,epithelial_injury_biomarker,specific,primary_atlas,main,TRUE,TRUE,47,3.15,3,AE-ILD=1; progression=15; mortality=14,30,15,progression,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,15,14
neutrophil_cell,neutrophil cell,Figure 2;Figure 3;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,63,4.22,3,AE-ILD=1; progression=9; mortality=15,25,15,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,9,15
ACPA_RF,ACPA/RF serology,Figure 2;Figure 3;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 4:A/B;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;progression/mortality ABC triad component;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,A,A_serological_phenotype,serological_host_factor,autoantibody_serology,specific,primary_atlas,main,TRUE,TRUE,230,15.41,3,AE-ILD=3; progression=38; mortality=54,95,54,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,3,38,54
macrophage_cell,macrophage cell,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,55,3.68,2,AE-ILD=0; progression=10; mortality=8,18,10,progression,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,10,8
B_cell,B cell,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,30,2.01,2,AE-ILD=0; progression=6; mortality=6,12,6,progression,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,6,6
MMP7,MMP7,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,epithelial_injury_biomarker,specific,primary_atlas,main,TRUE,TRUE,14,0.94,2,AE-ILD=0; progression=4; mortality=6,10,6,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,4,6
Th17_cell,Th17 cell,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,cell top concept node;term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,8,0.54,1,AE-ILD=0; progression=6; mortality=0,6,6,progression,Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,6,0
TGFB_axis,TGFB axis,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,TGF_beta_axis,specific,exploratory,exploratory,FALSE,TRUE,28,1.88,2,AE-ILD=0; progression=8; mortality=4,12,8,progression,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,8,4
SPP1_osteopontin,SPP1 osteopontin,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,profibrotic_pathway,specific,exploratory,exploratory,FALSE,TRUE,2,0.13,3,AE-ILD=1; progression=1; mortality=1,3,1,AE-ILD,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,1,1
Fibrosis_pathway,Fibrosis pathway,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,aggregate_fibrosis_pathway,aggregate,sensitivity,sensitivity,FALSE,TRUE,138,9.24,3,AE-ILD=5; progression=35; mortality=26,66,35,progression,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,5,35,26
Cytokine_inflammation,Cytokine inflammation,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,aggregate_inflammation_pathway,aggregate,sensitivity,sensitivity,FALSE,TRUE,123,8.24,3,AE-ILD=2; progression=32; mortality=27,61,32,progression,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,32,27
ECM_remodeling,ECM remodeling,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,extracellular_matrix,specific,exploratory,exploratory,FALSE,TRUE,32,2.14,2,AE-ILD=0; progression=11; mortality=8,19,11,progression,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,11,8
Oxidative_stress_pathway,Oxidative stress pathway,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_molecular_pathway,molecular_pathway,aggregate_oxidative_stress_pathway,aggregate,sensitivity,sensitivity,FALSE,TRUE,27,1.81,3,AE-ILD=1; progression=4; mortality=11,16,11,mortality,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,4,11
MPO,MPO,Figure 5;Supplementary Figure S3;Figure 6,Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,oxidative_stress_biomarker,specific,exploratory,exploratory,FALSE,TRUE,8,0.54,3,AE-ILD=1; progression=1; mortality=3,5,3,mortality,"Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,1,3
fibroblast_cell,fibroblast cell,Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,stromal_cell,specific,primary_atlas,main,TRUE,TRUE,42,2.81,2,AE-ILD=0; progression=13; mortality=7,20,13,progression,"Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,13,7
